part_id,date,shift,machine,fixture,operator_id,hole_pos_dev_mm,result,rework_min
B00825,2026-04-08,Swing,M2,F4,OP-21,0.01,pass,
B00826,2026-04-08,Swing,M1,F2,OP-22,0.21,pass,
B00827,2026-04-08,Swing,M1,F1,OP-22,-0.02,pass,
B00828,2026-04-08,Swing,M1,F2,OP-21,-0.17,pass,
B00829,2026-04-08,Swing,M1,F2,OP-22,0.06,pass,
B00830,2026-04-08,Swing,M1,F1,OP-22,0.02,pass,
B00831,2026-04-08,Night,M1,F1,OP-33,-0.05,pass,
B00832,2026-04-08,Night,M2,F4,OP-32,0.24,pass,
B00833,2026-04-08,Night,M2,F3,OP-33,0.18,pass,
B00834,2026-04-08,Night,M1,F2,OP-31,0.1,pass,
B00835,2026-04-08,Night,M2,F3,OP-32,0.35,fail,26
B00836,2026-04-08,Night,M1,F1,OP-33,-0.02,pass,
B00837,2026-04-08,Night,M2,F3,OP-31,-0.03,pass,
B00838,2026-04-08,Night,M2,F3,OP-33,0.31,fail,36
B00839,2026-04-08,Night,M1,F1,OP-33,-0.05,pass,
B00840,2026-04-08,Night,M2,F3,OP-31,0.24,pass,
B00841,2026-04-09,Day,M2,F3,OP-11,0.08,pass,
B00842,2026-04-09,Day,M2,F4,OP-12,-0.06,pass,
B00843,2026-04-09,Day,M1,F1,OP-12,-0.14,pass,
B00844,2026-04-09,Day,M2,F4,OP-11,-0.02,pass,
B00845,2026-04-09,Day,M2,F3,OP-12,0.25,pass,
B00846,2026-04-09,Day,M2,F4,OP-12,-0.04,pass,
B00847,2026-04-09,Day,M1,F2,OP-12,-0.1,pass,
B00848,2026-04-09,Day,M1,F1,OP-13,-0.06,pass,
B00849,2026-04-09,Day,M2,F3,OP-13,0.24,pass,
B00850,2026-04-09,Day,M2,F4,OP-13,-0.16,pass,
B00851,2026-04-09,Swing,M1,F1,OP-22,0.12,pass,
B00852,2026-04-09,Swing,M1,F2,OP-22,0.16,pass,
B00853,2026-04-09,Swing,M2,F4,OP-23,0.13,pass,
B00854,2026-04-09,Swing,M2,F4,OP-21,-0.17,pass,
B00855,2026-04-09,Swing,M1,F1,OP-23,-0.06,pass,
B00856,2026-04-09,Swing,M2,F4,OP-21,0.11,pass,
B00857,2026-04-09,Swing,M2,F3,OP-22,0.23,pass,
B00858,2026-04-09,Swing,M2,F4,OP-21,-0.01,pass,
B00859,2026-04-09,Swing,M1,F1,OP-21,-0.02,pass,
B00860,2026-04-09,Swing,M1,F1,OP-23,0.02,pass,
B00861,2026-04-09,Night,M2,F3,OP-33,0.08,pass,
B00862,2026-04-09,Night,M1,F1,OP-32,-0.12,pass,
B00863,2026-04-09,Night,M1,F2,OP-32,0.12,pass,
B00864,2026-04-09,Night,M2,F4,OP-33,0.09,pass,
B00865,2026-04-09,Night,M2,F3,OP-32,0.06,pass,
B00866,2026-04-09,Night,M1,F2,OP-31,0.06,pass,
B00867,2026-04-09,Night,M1,F2,OP-33,0.05,pass,
B00868,2026-04-09,Night,M2,F3,OP-33,-0.01,pass,
B00869,2026-04-09,Night,M2,F3,OP-32,0.17,pass,
B00870,2026-04-09,Night,M2,F3,OP-33,0.27,fail,16
B00871,2026-04-10,Day,M1,F1,OP-13,0.04,pass,
B00872,2026-04-10,Day,M2,F4,OP-11,0.2,pass,
B00873,2026-04-10,Day,M2,F4,OP-11,0.09,pass,
B00874,2026-04-10,Day,M2,F4,OP-13,-0.06,pass,
B00875,2026-04-10,Day,M1,F2,OP-13,0.06,pass,
B00876,2026-04-10,Day,M1,F1,OP-11,0.06,pass,
B00877,2026-04-10,Day,M1,F1,OP-13,0.13,pass,
B00878,2026-04-10,Day,M1,F2,OP-12,-0.11,pass,
B00879,2026-04-10,Day,M1,F2,OP-12,-0.07,pass,
B00880,2026-04-10,Day,M1,F2,OP-13,0.11,pass,
B00881,2026-04-10,Swing,M2,F4,OP-22,0.01,pass,
B00882,2026-04-10,Swing,M2,F4,OP-21,0.03,pass,
B00883,2026-04-10,Swing,M1,F1,OP-23,-0.1,pass,
B00884,2026-04-10,Swing,M2,F4,OP-21,0.05,pass,
B00885,2026-04-10,Swing,M1,F1,OP-21,-0.08,pass,
B00886,2026-04-10,Swing,M2,F3,OP-22,0.04,pass,
B00887,2026-04-10,Swing,M2,F4,OP-23,-0.05,pass,
B00888,2026-04-10,Swing,M2,F4,OP-21,0.04,pass,
B00889,2026-04-10,Swing,M1,F1,OP-22,0.02,pass,
B00890,2026-04-10,Swing,M1,F2,OP-21,0.18,pass,
B00891,2026-04-10,Night,M1,F1,OP-31,0.05,pass,
B00892,2026-04-10,Night,M2,F3,OP-31,0.3,fail,17
B00893,2026-04-10,Night,M2,F3,OP-32,0.02,pass,
B00894,2026-04-10,Night,M1,F2,OP-31,-0.29,fail,41
B00895,2026-04-10,Night,M1,F1,OP-31,-0.06,pass,
B00896,2026-04-10,Night,M2,F4,OP-31,-0.09,pass,
B00897,2026-04-10,Night,M2,F3,OP-33,0.22,pass,
B00898,2026-04-10,Night,M1,F1,OP-33,-0.18,pass,
B00899,2026-04-10,Night,M2,F3,OP-33,0.22,pass,
B00900,2026-04-10,Night,M2,F3,OP-33,0.11,pass,
B00901,2026-04-13,Day,M1,F1,OP-13,-0.03,pass,
B00902,2026-04-13,Day,M2,F3,OP-11,0.17,pass,
B00903,2026-04-13,Day,M2,F4,OP-13,0.08,pass,
B00904,2026-04-13,Day,M2,F3,OP-11,0.23,pass,
B00905,2026-04-13,Day,M1,F1,OP-13,0.05,pass,
B00906,2026-04-13,Day,M1,F1,OP-11,-0.06,pass,
B00907,2026-04-13,Day,M1,F2,OP-12,-0.02,pass,
B00908,2026-04-13,Day,M1,F2,OP-13,0.02,pass,
B00909,2026-04-13,Day,M2,F4,OP-13,0.14,pass,
B00910,2026-04-13,Day,M2,F4,OP-12,0.24,pass,
B00911,2026-04-13,Swing,M1,F2,OP-21,-0.11,pass,
B00912,2026-04-13,Swing,M1,F2,OP-21,-0.01,pass,
B00913,2026-04-13,Swing,M1,F2,OP-21,-0.2,pass,
B00914,2026-04-13,Swing,M2,F3,OP-22,0.17,pass,
B00915,2026-04-13,Swing,M2,F4,OP-21,0.26,fail,18
B00916,2026-04-13,Swing,M1,F1,OP-21,0.08,pass,
B00917,2026-04-13,Swing,M1,F1,OP-22,0.1,pass,
B00918,2026-04-13,Swing,M2,F4,OP-23,0.18,pass,
B00919,2026-04-13,Swing,M1,F2,OP-22,-0.06,pass,
B00920,2026-04-13,Swing,M2,F3,OP-21,0.49,fail,18
B00921,2026-04-13,Night,M2,F3,OP-32,0.35,fail,24
B00922,2026-04-13,Night,M2,F4,OP-31,0.31,fail,14
B00923,2026-04-13,Night,M1,F2,OP-32,-0.19,pass,
B00924,2026-04-13,Night,M2,F3,OP-33,-0.08,pass,
B00925,2026-04-13,Night,M2,F3,OP-31,0.51,fail,21
B00926,2026-04-13,Night,M2,F3,OP-31,0.23,pass,
B00927,2026-04-13,Night,M2,F3,OP-32,0.02,pass,
B00928,2026-04-13,Night,M1,F1,OP-33,-0.03,pass,
B00929,2026-04-13,Night,M2,F4,OP-32,0.25,pass,
B00930,2026-04-13,Night,M2,F3,OP-33,0.32,fail,15
B00931,2026-04-14,Day,M2,F3,OP-13,0.41,fail,13
B00932,2026-04-14,Day,M2,F3,OP-11,0.42,fail,17
B00933,2026-04-14,Day,M2,F4,OP-13,0.39,fail,34
B00934,2026-04-14,Day,M2,F3,OP-13,0.21,pass,
B00935,2026-04-14,Day,M2,F4,OP-13,0.2,pass,
B00936,2026-04-14,Day,M2,F3,OP-13,0.26,fail,15
B00937,2026-04-14,Day,M2,F3,OP-11,0.3,fail,14
B00938,2026-04-14,Day,M1,F1,OP-11,0.14,pass,
B00939,2026-04-14,Day,M2,F4,OP-12,0.11,pass,
B00940,2026-04-14,Day,M2,F3,OP-11,0.16,pass,
B00941,2026-04-14,Swing,M2,F3,OP-22,0.11,pass,
B00942,2026-04-14,Swing,M1,F2,OP-22,0.11,pass,
B00943,2026-04-14,Swing,M1,F1,OP-22,-0.12,pass,
B00944,2026-04-14,Swing,M2,F4,OP-22,0.1,pass,
B00945,2026-04-14,Swing,M2,F3,OP-22,0.21,pass,
B00946,2026-04-14,Swing,M1,F2,OP-23,-0.07,pass,
B00947,2026-04-14,Swing,M1,F2,OP-22,0.07,pass,
B00948,2026-04-14,Swing,M2,F3,OP-22,0.34,fail,15
B00949,2026-04-14,Swing,M1,F2,OP-21,0.05,pass,
B00950,2026-04-14,Swing,M2,F3,OP-21,0.34,fail,11
B00951,2026-04-14,Night,M2,F3,OP-33,0.33,fail,10
B00952,2026-04-14,Night,M1,F1,OP-32,-0.23,pass,
B00953,2026-04-14,Night,M2,F4,OP-33,0.21,pass,
B00954,2026-04-14,Night,M2,F4,OP-32,0.34,fail,26
B00955,2026-04-14,Night,M1,F1,OP-32,0.06,pass,
B00956,2026-04-14,Night,M2,F3,OP-32,0.33,fail,18
B00957,2026-04-14,Night,M2,F4,OP-32,-0.03,pass,
B00958,2026-04-14,Night,M2,F3,OP-33,0.12,pass,
B00959,2026-04-14,Night,M2,F3,OP-33,0.19,pass,
B00960,2026-04-14,Night,M2,F4,OP-32,0.4,fail,29
B00961,2026-04-15,Day,M2,F3,OP-12,-0.07,pass,
B00962,2026-04-15,Day,M2,F4,OP-13,0.05,pass,
B00963,2026-04-15,Day,M2,F3,OP-12,0.02,pass,
B00964,2026-04-15,Day,M1,F2,OP-13,-0.04,pass,
B00965,2026-04-15,Day,M2,F3,OP-12,0.17,pass,
B00966,2026-04-15,Day,M1,F2,OP-13,-0.03,pass,
B00967,2026-04-15,Day,M1,F1,OP-11,-0.06,pass,
B00968,2026-04-15,Day,M1,F2,OP-13,0.09,pass,
B00969,2026-04-15,Day,M2,F4,OP-12,0.05,pass,
B00970,2026-04-15,Day,M1,F2,OP-12,0.01,pass,
B00971,2026-04-15,Swing,M2,F4,OP-23,0.0,pass,
B00972,2026-04-15,Swing,M1,F2,OP-23,0.13,pass,
B00973,2026-04-15,Swing,M2,F3,OP-22,0.17,pass,
B00974,2026-04-15,Swing,M2,F3,OP-22,0.15,pass,
B00975,2026-04-15,Swing,M1,F2,OP-21,-0.13,pass,
B00976,2026-04-15,Swing,M1,F1,OP-23,0.02,pass,
B00977,2026-04-15,Swing,M1,F1,OP-22,-0.09,pass,
B00978,2026-04-15,Swing,M2,F3,OP-23,0.04,pass,
B00979,2026-04-15,Swing,M1,F1,OP-21,-0.02,pass,
B00980,2026-04-15,Swing,M1,F2,OP-23,0.06,pass,
B00981,2026-04-15,Night,M1,F2,OP-31,0.02,pass,
B00982,2026-04-15,Night,M1,F1,OP-32,0.02,pass,
B00983,2026-04-15,Night,M1,F2,OP-31,0.06,pass,
B00984,2026-04-15,Night,M1,F2,OP-31,-0.13,pass,
B00985,2026-04-15,Night,M2,F4,OP-31,-0.22,pass,
B00986,2026-04-15,Night,M1,F1,OP-33,0.03,pass,
B00987,2026-04-15,Night,M1,F1,OP-33,-0.08,pass,
B00988,2026-04-15,Night,M1,F2,OP-31,-0.2,pass,
B00989,2026-04-15,Night,M2,F3,OP-31,0.43,fail,14
B00990,2026-04-15,Night,M1,F1,OP-32,-0.06,pass,
B00991,2026-04-16,Day,M2,F3,OP-11,0.0,pass,
B00992,2026-04-16,Day,M1,F2,OP-13,-0.07,pass,
B00993,2026-04-16,Day,M2,F3,OP-12,0.13,pass,
B00994,2026-04-16,Day,M2,F3,OP-13,-0.04,pass,
B00995,2026-04-16,Day,M2,F3,OP-13,0.07,pass,
B00996,2026-04-16,Day,M2,F4,OP-13,0.02,pass,
B00997,2026-04-16,Day,M2,F3,OP-11,0.09,pass,
B00998,2026-04-16,Day,M1,F2,OP-13,-0.06,pass,
B00999,2026-04-16,Day,M2,F3,OP-12,0.14,pass,
B01000,2026-04-16,Day,M1,F2,OP-12,0.06,pass,
B01001,2026-04-16,Swing,M2,F3,OP-22,0.14,pass,
B01002,2026-04-16,Swing,M2,F4,OP-21,0.01,pass,
B01003,2026-04-16,Swing,M2,F3,OP-22,0.05,pass,
B01004,2026-04-16,Swing,M2,F4,OP-23,0.06,pass,
B01005,2026-04-16,Swing,M2,F3,OP-21,0.12,pass,
B01006,2026-04-16,Swing,M2,F3,OP-23,0.12,pass,
B01007,2026-04-16,Swing,M1,F2,OP-21,0.07,pass,
B01008,2026-04-16,Swing,M2,F3,OP-21,0.01,pass,
B01009,2026-04-16,Swing,M2,F3,OP-22,0.04,pass,
B01010,2026-04-16,Swing,M2,F4,OP-21,-0.14,pass,
B01011,2026-04-16,Night,M1,F1,OP-32,-0.08,pass,
B01012,2026-04-16,Night,M2,F4,OP-32,0.09,pass,
B01013,2026-04-16,Night,M2,F3,OP-32,0.23,pass,
B01014,2026-04-16,Night,M2,F3,OP-32,0.09,pass,
B01015,2026-04-16,Night,M1,F2,OP-32,-0.06,pass,
B01016,2026-04-16,Night,M2,F3,OP-32,0.16,pass,
B01017,2026-04-16,Night,M2,F4,OP-33,0.1,pass,
B01018,2026-04-16,Night,M1,F2,OP-31,-0.16,pass,
B01019,2026-04-16,Night,M2,F3,OP-32,-0.1,pass,
B01020,2026-04-16,Night,M1,F2,OP-33,-0.02,pass,
B01021,2026-04-17,Day,M1,F2,OP-11,0.07,pass,
B01022,2026-04-17,Day,M2,F3,OP-11,0.23,pass,
B01023,2026-04-17,Day,M2,F3,OP-13,0.17,pass,
B01024,2026-04-17,Day,M1,F1,OP-12,-0.01,pass,
B01025,2026-04-17,Day,M1,F1,OP-13,-0.17,pass,
B01026,2026-04-17,Day,M2,F3,OP-11,0.08,pass,
B01027,2026-04-17,Day,M1,F1,OP-12,0.1,pass,
B01028,2026-04-17,Day,M2,F3,OP-13,0.11,pass,
B01029,2026-04-17,Day,M2,F3,OP-13,0.0,pass,
B01030,2026-04-17,Day,M1,F1,OP-11,-0.12,pass,
B01031,2026-04-17,Swing,M2,F3,OP-22,0.24,pass,
B01032,2026-04-17,Swing,M2,F3,OP-23,0.11,pass,
B01033,2026-04-17,Swing,M2,F4,OP-23,-0.05,pass,
B01034,2026-04-17,Swing,M2,F4,OP-21,-0.09,pass,
B01035,2026-04-17,Swing,M1,F2,OP-23,0.1,pass,
B01036,2026-04-17,Swing,M1,F2,OP-21,0.16,pass,
B01037,2026-04-17,Swing,M2,F3,OP-22,0.16,pass,
B01038,2026-04-17,Swing,M1,F2,OP-22,-0.08,pass,
B01039,2026-04-17,Swing,M2,F4,OP-22,0.06,pass,
B01040,2026-04-17,Swing,M2,F4,OP-21,0.1,pass,
B01041,2026-04-17,Night,M1,F1,OP-31,0.01,pass,
B01042,2026-04-17,Night,M1,F1,OP-32,0.32,fail,28
B01043,2026-04-17,Night,M1,F1,OP-31,0.0,pass,
B01044,2026-04-17,Night,M2,F3,OP-31,0.26,fail,13
B01045,2026-04-17,Night,M1,F2,OP-33,0.19,pass,
B01046,2026-04-17,Night,M2,F3,OP-31,0.15,pass,
B01047,2026-04-17,Night,M2,F3,OP-33,0.19,pass,
B01048,2026-04-17,Night,M1,F1,OP-33,-0.3,fail,14
B01049,2026-04-17,Night,M2,F3,OP-32,0.05,pass,
B01050,2026-04-17,Night,M1,F2,OP-32,0.16,pass,
B01051,2026-04-20,Day,M1,F2,OP-11,-0.0,pass,
B01052,2026-04-20,Day,M2,F3,OP-13,0.11,pass,
B01053,2026-04-20,Day,M2,F4,OP-11,0.09,pass,
B01054,2026-04-20,Day,M1,F1,OP-11,-0.15,pass,
B01055,2026-04-20,Day,M1,F2,OP-13,0.03,pass,
B01056,2026-04-20,Day,M2,F4,OP-12,-0.04,pass,
B01057,2026-04-20,Day,M2,F4,OP-13,0.01,pass,
B01058,2026-04-20,Day,M1,F1,OP-11,0.07,pass,
B01059,2026-04-20,Day,M2,F3,OP-12,0.1,pass,
B01060,2026-04-20,Day,M1,F1,OP-12,-0.03,pass,
B01061,2026-04-20,Swing,M2,F4,OP-21,0.02,pass,
B01062,2026-04-20,Swing,M1,F1,OP-23,0.05,pass,
B01063,2026-04-20,Swing,M1,F1,OP-21,-0.03,pass,
B01064,2026-04-20,Swing,M2,F3,OP-23,0.21,pass,
B01065,2026-04-20,Swing,M1,F2,OP-22,-0.17,pass,
B01066,2026-04-20,Swing,M2,F4,OP-21,-0.11,pass,
B01067,2026-04-20,Swing,M1,F1,OP-22,0.16,pass,
B01068,2026-04-20,Swing,M1,F2,OP-22,0.01,pass,
B01069,2026-04-20,Swing,M2,F4,OP-21,-0.11,pass,
B01070,2026-04-20,Swing,M1,F1,OP-23,-0.03,pass,
B01071,2026-04-20,Night,M1,F2,OP-32,0.03,pass,
B01072,2026-04-20,Night,M2,F3,OP-31,-0.15,pass,
B01073,2026-04-20,Night,M2,F3,OP-31,-0.01,pass,
B01074,2026-04-20,Night,M1,F1,OP-32,-0.02,pass,
B01075,2026-04-20,Night,M1,F2,OP-33,-0.07,pass,
B01076,2026-04-20,Night,M1,F2,OP-33,-0.03,pass,
B01077,2026-04-20,Night,M1,F1,OP-33,-0.17,pass,
B01078,2026-04-20,Night,M1,F2,OP-32,0.18,pass,
B01079,2026-04-20,Night,M2,F4,OP-31,0.0,pass,
B01080,2026-04-20,Night,M2,F3,OP-31,-0.02,pass,
B01081,2026-04-21,Day,M1,F1,OP-13,0.02,pass,
B01082,2026-04-21,Day,M1,F2,OP-12,-0.13,pass,
B01083,2026-04-21,Day,M1,F1,OP-12,-0.13,pass,
B01084,2026-04-21,Day,M1,F1,OP-12,-0.06,pass,
B01085,2026-04-21,Day,M2,F3,OP-12,0.24,pass,
B01086,2026-04-21,Day,M1,F1,OP-12,0.01,pass,
B01087,2026-04-21,Day,M1,F1,OP-11,-0.11,pass,
B01088,2026-04-21,Day,M2,F4,OP-11,-0.0,pass,
B01089,2026-04-21,Day,M2,F3,OP-11,0.08,pass,
B01090,2026-04-21,Day,M2,F4,OP-13,0.12,pass,
B01091,2026-04-21,Swing,M2,F3,OP-21,0.29,fail,21
B01092,2026-04-21,Swing,M2,F4,OP-23,-0.03,pass,
B01093,2026-04-21,Swing,M1,F1,OP-22,-0.01,pass,
B01094,2026-04-21,Swing,M1,F2,OP-22,0.07,pass,
B01095,2026-04-21,Swing,M2,F4,OP-22,0.08,pass,
B01096,2026-04-21,Swing,M2,F4,OP-23,-0.08,pass,
B01097,2026-04-21,Swing,M2,F4,OP-22,-0.02,pass,
B01098,2026-04-21,Swing,M2,F4,OP-23,-0.17,pass,
B01099,2026-04-21,Swing,M2,F4,OP-21,-0.08,pass,
B01100,2026-04-21,Swing,M1,F2,OP-23,0.1,pass,
B01101,2026-04-21,Night,M2,F3,OP-33,0.15,pass,
B01102,2026-04-21,Night,M1,F1,OP-32,-0.13,pass,
B01103,2026-04-21,Night,M1,F2,OP-31,-0.01,pass,
B01104,2026-04-21,Night,M2,F4,OP-33,-0.13,pass,
B01105,2026-04-21,Night,M2,F4,OP-31,-0.02,pass,
B01106,2026-04-21,Night,M1,F2,OP-32,-0.09,pass,
B01107,2026-04-21,Night,M2,F3,OP-31,0.07,pass,
B01108,2026-04-21,Night,M1,F2,OP-31,0.02,pass,
B01109,2026-04-21,Night,M1,F1,OP-32,0.08,pass,
B01110,2026-04-21,Night,M1,F1,OP-31,-0.13,pass,
B01111,2026-04-22,Day,M2,F3,OP-12,0.06,pass,
B01112,2026-04-22,Day,M1,F1,OP-13,-0.02,pass,
B01113,2026-04-22,Day,M2,F3,OP-11,0.05,pass,
B01114,2026-04-22,Day,M1,F2,OP-11,0.09,pass,
B01115,2026-04-22,Day,M1,F2,OP-11,-0.02,pass,
B01116,2026-04-22,Day,M1,F2,OP-13,-0.1,pass,
B01117,2026-04-22,Day,M1,F1,OP-11,0.16,pass,
B01118,2026-04-22,Day,M1,F2,OP-13,-0.0,pass,
B01119,2026-04-22,Day,M2,F4,OP-13,-0.12,pass,
B01120,2026-04-22,Day,M2,F4,OP-11,0.04,pass,
B01121,2026-04-22,Swing,M2,F4,OP-22,0.21,pass,
B01122,2026-04-22,Swing,M1,F2,OP-22,-0.08,pass,
B01123,2026-04-22,Swing,M2,F3,OP-22,0.19,pass,
B01124,2026-04-22,Swing,M2,F4,OP-21,-0.08,pass,
B01125,2026-04-22,Swing,M2,F3,OP-22,0.29,fail,18
B01126,2026-04-22,Swing,M2,F3,OP-21,-0.0,pass,
B01127,2026-04-22,Swing,M2,F3,OP-23,-0.04,pass,
B01128,2026-04-22,Swing,M2,F3,OP-21,0.05,pass,
B01129,2026-04-22,Swing,M2,F3,OP-22,0.05,pass,
B01130,2026-04-22,Swing,M1,F1,OP-22,-0.1,pass,
B01131,2026-04-22,Night,M2,F4,OP-31,-0.07,pass,
B01132,2026-04-22,Night,M2,F3,OP-32,0.07,pass,
B01133,2026-04-22,Night,M1,F1,OP-31,0.11,pass,
B01134,2026-04-22,Night,M2,F4,OP-32,0.1,pass,
B01135,2026-04-22,Night,M2,F3,OP-31,-0.01,pass,
B01136,2026-04-22,Night,M2,F4,OP-33,0.2,pass,
B01137,2026-04-22,Night,M2,F3,OP-31,0.29,fail,25
B01138,2026-04-22,Night,M2,F4,OP-32,-0.11,pass,
B01139,2026-04-22,Night,M2,F3,OP-31,0.07,pass,
B01140,2026-04-22,Night,M2,F3,OP-31,0.15,pass,
B01141,2026-04-23,Day,M2,F3,OP-12,0.08,pass,
B01142,2026-04-23,Day,M1,F2,OP-11,0.01,pass,
B01143,2026-04-23,Day,M1,F2,OP-11,0.13,pass,
B01144,2026-04-23,Day,M1,F1,OP-13,0.15,pass,
B01145,2026-04-23,Day,M1,F2,OP-12,-0.03,pass,
B01146,2026-04-23,Day,M1,F1,OP-13,12.5,pass,
B01147,2026-04-23,Day,M1,F1,OP-11,-0.21,pass,
B01148,2026-04-23,Day,M2,F4,OP-12,-0.0,pass,
B01149,2026-04-23,Day,M1,F2,OP-12,-0.06,pass,
B01150,2026-04-23,Day,M1,F1,OP-12,0.1,pass,
B01151,2026-04-23,Swing,M2,F3,OP-23,0.13,pass,
B01152,2026-04-23,Swing,M1,F1,OP-23,-0.06,pass,
B01153,2026-04-23,Swing,M2,F3,OP-23,0.14,pass,
B01154,2026-04-23,Swing,M2,F3,OP-23,-0.01,pass,
B01155,2026-04-23,Swing,M1,F1,OP-22,-0.17,pass,
B01156,2026-04-23,Swing,M2,F4,OP-21,0.09,pass,
B01157,2026-04-23,Swing,M1,F1,OP-21,-0.04,pass,
B01158,2026-04-23,Swing,M1,F2,OP-22,-0.13,pass,
B01159,2026-04-23,Swing,M2,F4,OP-23,-0.04,pass,
B01160,2026-04-23,Swing,M2,F3,OP-21,0.02,pass,
B01161,2026-04-23,Night,M1,F1,OP-31,0.07,pass,
B01162,2026-04-23,Night,M1,F1,OP-33,-0.19,pass,
B01163,2026-04-23,Night,M2,F3,OP-31,0.38,fail,19
B01164,2026-04-23,Night,M2,F3,OP-33,0.04,pass,
B01165,2026-04-23,Night,M1,F2,OP-31,-0.01,pass,
B01166,2026-04-23,Night,M1,F2,OP-32,0.13,pass,
B01167,2026-04-23,Night,M2,F4,OP-32,-0.05,pass,
B01168,2026-04-23,Night,M1,F2,OP-32,-0.16,pass,
B01169,2026-04-23,Night,M2,F3,OP-33,0.43,fail,28
B01170,2026-04-23,Night,M2,F3,OP-32,0.29,fail,18
B01171,2026-04-24,Day,M2,F4,OP-13,-0.01,pass,
B01172,2026-04-24,Day,M2,F3,OP-13,0.15,pass,
B01173,2026-04-24,Day,M2,F4,OP-13,-0.01,pass,
B01174,2026-04-24,Day,M2,F4,OP-12,0.06,pass,
B01175,2026-04-24,Day,M2,F3,OP-12,0.03,pass,
B01176,2026-04-24,Day,M2,F3,OP-13,0.01,pass,
B01177,2026-04-24,Day,M2,F3,OP-13,0.17,pass,
B01178,2026-04-24,Day,M1,F2,OP-13,0.02,pass,
B01179,2026-04-24,Day,M1,F1,OP-12,-0.09,pass,
B01180,2026-04-24,Day,M1,F1,OP-11,-0.21,pass,
B01181,2026-04-24,Swing,M1,F2,OP-21,-0.14,pass,
B01182,2026-04-24,Swing,M2,F3,OP-21,0.32,fail,16
B01183,2026-04-24,Swing,M2,F3,OP-21,0.12,pass,
B01184,2026-04-24,Swing,M2,F4,OP-21,0.01,pass,
B01185,2026-04-24,Swing,M2,F3,OP-22,0.16,pass,
B01186,2026-04-24,Swing,M2,F3,OP-22,0.13,pass,
B01187,2026-04-24,Swing,M2,F4,OP-23,-0.12,pass,
B01188,2026-04-24,Swing,M2,F4,OP-23,0.06,pass,
B01189,2026-04-24,Swing,M1,F1,OP-21,-0.02,pass,
B01190,2026-04-24,Swing,M2,F3,OP-21,0.18,pass,
B01191,2026-04-24,Night,M2,F3,OP-33,0.02,pass,
B01192,2026-04-24,Night,M1,F2,OP-32,0.43,fail,18
B01193,2026-04-24,Night,M2,F4,OP-33,-0.08,pass,
B01194,2026-04-24,Night,M2,F3,OP-33,0.11,pass,
B01195,2026-04-24,Night,M1,F2,OP-31,0.04,pass,
B01196,2026-04-24,Night,M1,F1,OP-32,0.04,pass,
B01197,2026-04-24,Night,M2,F3,OP-32,0.04,pass,
B01198,2026-04-24,Night,M1,F1,OP-33,-0.15,pass,
B01199,2026-04-24,Night,M1,F1,OP-33,0.17,pass,
B01200,2026-04-24,Night,M2,F4,OP-31,0.07,pass,
B01201,2026-04-27,Day,M2,F4,OP-11,-0.07,pass,
B01202,2026-04-27,Day,M2,F4,OP-11,-0.13,pass,
B01203,2026-04-27,Day,M1,F1,OP-12,-0.04,pass,
B01204,2026-04-27,Day,M1,F2,OP-13,-0.02,pass,
B01205,2026-04-27,Day,M2,F4,OP-12,-0.05,pass,
B01206,2026-04-27,Day,M2,F4,OP-12,0.02,pass,
B01207,2026-04-27,Day,M1,F2,OP-11,-0.07,pass,
B01208,2026-04-27,Day,M1,F1,OP-11,0.08,pass,
B01209,2026-04-27,Day,M1,F2,OP-12,0.11,pass,
B01210,2026-04-27,Day,M1,F1,OP-12,0.04,pass,
B01211,2026-04-27,Swing,M1,F2,OP-21,-0.02,pass,
B01212,2026-04-27,Swing,M1,F2,OP-22,0.18,pass,
B01213,2026-04-27,Swing,M1,F2,OP-21,-0.03,pass,
B01214,2026-04-27,Swing,M1,F1,OP-22,0.1,pass,
B01215,2026-04-27,Swing,M1,F2,OP-23,-0.1,pass,
B01216,2026-04-27,Swing,M1,F1,OP-22,-0.0,pass,
B01217,2026-04-27,Swing,M2,F3,OP-22,0.08,pass,
B01218,2026-04-27,Swing,M1,F1,OP-21,0.11,pass,
B01219,2026-04-27,Swing,M2,F4,OP-22,-0.08,pass,
B01220,2026-04-27,Swing,M2,F4,OP-22,0.08,pass,
B01221,2026-04-27,Night,M1,F2,OP-32,-0.05,pass,
B01222,2026-04-27,Night,M2,F4,OP-31,0.2,pass,
B01223,2026-04-27,Night,M1,F2,OP-32,-0.12,pass,
B01224,2026-04-27,Night,M1,F2,OP-33,0.21,pass,
B01225,2026-04-27,Night,M1,F1,OP-33,0.12,pass,
B01226,2026-04-27,Night,M2,F3,OP-33,0.09,pass,
B01227,2026-04-27,Night,M2,F4,OP-33,-0.19,pass,
B01228,2026-04-27,Night,M2,F3,OP-33,0.11,pass,
B01229,2026-04-27,Night,M1,F2,OP-33,0.11,pass,
B01230,2026-04-27,Night,M2,F3,OP-31,-0.16,pass,
B01231,2026-04-28,Day,M2,F4,OP-11,0.1,pass,
B01232,2026-04-28,Day,M1,F2,OP-11,0.18,pass,
B01233,2026-04-28,Day,M1,F2,OP-13,-0.12,pass,
B01234,2026-04-28,Day,M1,F1,OP-13,-0.15,pass,
B01235,2026-04-28,Day,M2,F3,OP-13,0.13,pass,
B01236,2026-04-28,Day,M2,F4,OP-12,0.02,pass,
B01237,2026-04-28,Day,M1,F2,OP-13,0.09,pass,
