invoice_id,date,entry_channel,clerk_code,vendor_group,entry_minutes,corrected,days_to_pay
INV100840,2026-03-20,Portal,C06,MRO,6.5,No,28
INV100841,2026-03-20,Portal,C10,Raw materials,3.5,No,31
INV100842,2026-03-20,EDI,C01,MRO,3.1,No,26
INV100843,2026-03-20,EDI,C03,Services,3.3,No,33
INV100844,2026-03-20,Email-PDF,C06,Raw materials,7.0,No,21
INV100845,2026-03-20,EDI,C04,MRO,1.7,No,25
INV100846,2026-03-20,Portal,C09,MRO,5.1,No,26
INV100847,2026-03-20,Portal,C08,Raw materials,5.4,No,26
INV100848,2026-03-20,Email-PDF,C05,Services,10.8,No,37
INV100849,2026-03-20,Paper-scan,C11,Raw materials,13.0,N,28
INV100850,2026-03-20,EDI,C10,Utilities,2.9,No,27
INV100851,2026-03-20,Portal,C10,Raw materials,5.7,No,28
INV100852,2026-03-20,Portal,C11,Raw materials,7.1,No,25
INV100853,2026-03-20,Portal,C01,Freight,8.0,No,31
INV100854,2026-03-20,EDI,C08,MRO,2.2,No,28
INV100855,2026-03-23,Email-PDF,C08,MRO,5.2,No,31
INV100856,2026-03-23,Email-PDF,C11,Raw materials,10.9,No,20
INV100857,2026-03-23,Paper-scan,C09,MRO,6.4,Yes,28
INV100858,2026-03-23,EDI,C09,Raw materials,2.6,No,30
INV100859,2026-03-23,Email-PDF,C11,Raw materials,4.9,No,19
INV100860,2026-03-23,Portal,C01,MRO,7.0,No,24
INV100861,2026-03-23,Portal,C04,Services,7.1,Yes,43
INV100862,2026-03-23,Portal,C09,Services,11.2,No,30
INV100863,2026-03-23,Email-PDF,C02,Raw materials,6.3,No,32
INV100864,2026-03-23,Email-PDF,C05,MRO,3.2,No,37
INV100865,2026-03-23,Portal,C06,Raw materials,5.2,No,26
INV100866,2026-03-23,Email-PDF,C01,Services,13.1,No,26
INV100867,2026-03-23,Portal,C11,Freight,5.8,No,36
INV100868,2026-03-23,EDI,C05,MRO,2.3,No,34
INV100869,2026-03-23,Portal,C06,Raw materials,6.5,No,25
INV100870,2026-03-23,EDI,C04,Raw materials,3.6,No,25
INV100871,2026-03-23,Email-PDF,C05,MRO,8.8,No,26
INV100872,2026-03-23,Paper-scan,C07,Raw materials,4.4,No,27
INV100873,2026-03-23,Portal,C07,Raw materials,3.6,No,30
INV100874,2026-03-23,Portal,C07,MRO,4.8,No,29
INV100875,2026-03-24,Email-PDF,C06,Services,7.4,No,35
INV100876,2026-03-24,EDI,C09,Services,8.8,No,37
INV100877,2026-03-24,Portal,C02,Raw materials,5.3,No,30
INV100878,2026-03-24,EDI,C05,Services,4.3,No,35
INV100879,2026-03-24,EDI,C12,Services,4.7,No,37
INV100880,2026-03-24,Portal,C08,MRO,3.3,No,32
INV100881,2026-03-24,Portal,C12,Raw materials,5.8,No,27
INV100882,2026-03-24,Portal,C02,MRO,2.8,No,19
INV100883,2026-03-24,Portal,C06,MRO,4.5,No,38
INV100884,2026-03-24,Portal,C09,Utilities,7.8,Yes,26
INV100885,2026-03-24,EDI,C02,Raw materials,1.7,No,24
INV100886,2026-03-24,Portal,C12,MRO,3.5,No,29
INV100887,2026-03-24,Paper-scan,C06,Raw materials,11.9,No,31
INV100888,2026-03-24,Portal,C02,Services,12.4,No,30
INV100889,2026-03-24,EDI,C04,MRO,1.7,No,33
INV100890,2026-03-24,Portal,C01,Raw materials,2.6,No,26
INV100891,2026-03-25,Portal,C07,Services,3.3,No,43
INV100892,2026-03-25,Paper-scan,C01,Raw materials,12.4,No,21
INV100893,2026-03-25,EDI,C07,Raw materials,1.1,No,31
INV100894,2026-03-25,Portal,C08,Raw materials,5.5,No,31
INV100895,2026-03-25,Email-PDF,C04,MRO,5.7,No,36
INV100896,2026-03-25,Paper-scan,C09,Raw materials,7.5,No,30
INV100897,2026-03-25,EDI,C08,MRO,0.9,No,23
INV100898,2026-03-25,Portal,C03,Services,6.4,No,38
INV100899,2026-03-25,Portal,C04,Freight,8.3,No,24
INV100900,2026-03-25,Email-PDF,C05,Raw materials,8.4,No,31
INV100901,2026-03-25,Portal,C07,Services,7.5,No,43
INV100902,2026-03-25,Email-PDF,C02,Utilities,5.8,No,22
INV100903,2026-03-26,Email-PDF,C12,MRO,6.6,No,27
INV100904,2026-03-26,Email-PDF,C10,Services,17.0,No,43
INV100905,2026-03-26,Portal,C05,Raw materials,5.9,No,15
INV100906,2026-03-26,Portal,C05,Raw materials,3.5,No,34
INV100907,2026-03-26,Email-PDF,C01,Raw materials,14.4,No,29
INV100908,2026-03-26,Portal,C01,MRO,6.9,No,25
INV100909,2026-03-26,Portal,C12,MRO,5.9,No,32
INV100910,2026-03-26,Portal,C06,Raw materials,4.7,No,34
INV100911,2026-03-26,Portal,C03,Utilities,3.8,No,30
INV100912,2026-03-26,Portal,C04,Services,8.7,No,40
INV100913,2026-03-26,Email-PDF,C08,MRO,8.9,No,29
INV100914,2026-03-26,Email-PDF,C02,Services,14.0,No,30
INV100915,2026-03-26,Paper-scan,C01,MRO,16.0,No,30
INV100916,2026-03-26,Portal,C05,Raw materials,5.5,No,22
INV100917,2026-03-26,Portal,C01,Freight,5.5,No,25
INV100918,2026-03-27,Portal,C08,Raw materials,4.5,No,22
INV100919,2026-03-27,Paper-scan,C11,Raw materials,10.1,No,24
INV100920,2026-03-27,Paper-scan,C11,Raw materials,6.1,No,33
INV100921,2026-03-27,Portal,C11,Raw materials,5.7,No,30
INV100922,2026-03-27,Email-PDF,C05,Services,14.2,No,35
INV100923,2026-03-27,Email-PDF,C08,Services,6.9,No,33
INV100924,2026-03-27,Portal,C05,Services,7.1,No,45
INV100925,2026-03-27,Email-PDF,C06,Raw materials,6.6,No,27
INV100926,2026-03-27,Portal,C05,MRO,5.1,No,29
INV100927,2026-03-27,Portal,C09,Utilities,4.4,No,26
INV100928,2026-03-27,Email-PDF,C03,Freight,7.6,No,24
INV100929,2026-03-30,EDI,C06,MRO,1.9,No,21
INV100930,2026-03-30,Email-PDF,C11,Raw materials,5.6,No,25
INV100931,2026-03-30,Email-PDF,C08,MRO,6.3,No,31
INV100932,2026-03-30,Email-PDF,C07,Raw materials,7.1,No,36
INV100933,2026-03-30,EDI,C01,MRO,2.6,No,36
INV100934,2026-03-30,EDI,C08,Raw materials,3.2,No,28
INV100935,2026-03-30,Email-PDF,C07,Utilities,7.0,No,26
INV100936,2026-03-30,Portal,C11,Raw materials,3.0,No,24
INV100937,2026-03-30,Email-PDF,C01,MRO,7.1,No,25
INV100938,2026-03-30,Email-PDF,C02,Raw materials,8.0,No,28
INV100939,2026-03-30,EDI,C12,MRO,2.6,No,31
INV100940,2026-03-30,Portal,C10,Services,5.4,No,34
INV100941,2026-03-30,Email-PDF,C11,MRO,7.5,No,28
INV100942,2026-03-30,Email-PDF,C12,Raw materials,10.9,Yes,35
INV100943,2026-03-30,Email-PDF,C09,Services,15.0,No,34
INV100944,2026-03-30,Email-PDF,C01,Raw materials,6.1,No,29
INV100945,2026-03-31,Email-PDF,C10,Services,16.9,No,31
INV100946,2026-03-31,EDI,C06,Raw materials,1.9,No,27
INV100947,2026-03-31,EDI,C07,MRO,1.5,No,36
INV100948,2026-03-31,Portal,C03,Raw materials,6.9,No,28
INV100949,2026-03-31,Portal,C11,Services,5.5,No,34
INV100950,2026-03-31,Portal,C03,MRO,6.9,Yes,42
INV100951,2026-03-31,Email-PDF,C11,Raw materials,10.2,No,27
INV100952,2026-03-31,Portal,C02,Services,6.5,Yes,46
INV100953,2026-03-31,Email-PDF,C07,MRO,7.8,No,25
INV100954,2026-03-31,Portal,C10,Utilities,4.3,No,32
INV100955,2026-03-31,Email-PDF,C06,MRO,7.5,No,27
INV100956,2026-04-01,Portal,C12,Raw materials,4.7,No,28
INV100957,2026-04-01,Portal,C06,MRO,6.4,No,26
INV100958,2026-04-01,Portal,C06,Services,10.1,No,41
INV100959,2026-04-01,Email-PDF,C03,Raw materials,6.5,No,30
INV100960,2026-04-01,Portal,C12,Utilities,5.5,No,15
INV100961,2026-04-01,Paper-scan,C06,Freight,8.3,No,27
INV100962,2026-04-01,Email-PDF,C11,Freight,6.9,No,28
INV100963,2026-04-01,EDI,C04,Utilities,3.2,No,16
INV100964,2026-04-01,Portal,C08,Raw materials,6.1,No,33
INV100965,2026-04-01,EDI,C11,MRO,2.1,No,20
INV100966,2026-04-01,Portal,C07,Services,7.1,No,40
INV100967,2026-04-01,Paper-scan,C06,Services,15.4,No,34
INV100968,2026-04-02,EDI,C08,Raw materials,1.8,No,22
INV100969,2026-04-02,EDI,C09,Freight,2.4,No,22
INV100970,2026-04-02,Portal,C01,MRO,5.1,No,28
INV100971,2026-04-02,Email-PDF,C07,Raw materials,8.0,NO,27
INV100972,2026-04-02,EDI,C10,Services,7.1,No,43
INV100973,2026-04-02,Portal,C09,Utilities,3.7,No,28
INV100974,2026-04-02,Email-PDF,C11,Raw materials,4.7,No,31
INV100975,2026-04-02,Email-PDF,C12,MRO,7.7,No,26
INV100976,2026-04-02,Portal,C02,Raw materials,4.9,No,38
INV100977,2026-04-02,Portal,C04,Services,6.8,No,33
INV100978,2026-04-02,Portal,C09,Freight,2.5,No,29
INV100979,2026-04-02,Paper-scan,C02,Services,15.4,No,40
INV100980,2026-04-02,EDI,C05,MRO,1.9,No,28
INV100981,2026-04-02,Portal,C10,Services,9.7,Yes,31
INV100982,2026-04-02,Email-PDF,C04,MRO,5.3,Yes,32
INV100983,2026-04-02,EDI,C05,MRO,2.0,No,35
INV100984,2026-04-02,Email-PDF,C03,Raw materials,6.8,No,32
INV100985,2026-04-02,Portal,C05,Raw materials,4.6,No,28
INV100986,2026-04-02,Email-PDF,C05,Raw materials,8.6,No,36
INV100987,2026-04-02,EDI,C04,Services,5.0,No,43
INV100988,2026-04-03,Paper-scan,C08,Services,22.7,No,39
INV100989,2026-04-03,Email-PDF,C01,MRO,7.5,No,18
INV100990,2026-04-03,EDI,C10,Freight,2.8,No,22
INV100991,2026-04-03,Email-PDF,C01,Freight,8.4,Yes,42
INV100992,2026-04-03,Email-PDF,C02,Freight,6.9,No,24
INV100993,2026-04-03,Email-PDF,C01,MRO,6.0,No,34
INV100994,2026-04-03,Portal,C01,Services,9.5,No,39
INV100995,2026-04-03,Portal,C07,Raw materials,5.9,No,21
INV100996,2026-04-03,Portal,C01,Services,5.7,Y,44
INV100997,2026-04-03,Portal,C08,MRO,5.8,No,26
INV100998,2026-04-03,Portal,C05,MRO,4.3,No,23
INV100999,2026-04-03,EDI,C06,Raw materials,1.9,No,32
INV101000,2026-04-03,Paper-scan,C02,Utilities,9.6,No,31
INV101001,2026-04-06,Paper-scan,C03,Services,12.7,No,39
INV101002,2026-04-06,Portal,C06,Utilities,5.5,No,28
INV101003,2026-04-06,Portal,C04,Freight,6.4,No,23
INV101004,2026-04-06,Portal,C01,Freight,4.5,No,29
INV101005,2026-04-06,Paper-scan,C05,Raw materials,8.3,No,28
INV101006,2026-04-06,Portal,C04,Utilities,4.0,No,22
INV101007,2026-04-06,Paper-scan,C03,Freight,8.5,No,25
INV101008,2026-04-06,Email-PDF,C05,Raw materials,7.0,No,22
INV101009,2026-04-06,EDI,C08,MRO,2.4,No,26
INV101010,2026-04-06,Portal,C05,Services,5.7,No,35
INV101011,2026-04-06,Email-PDF,C08,Freight,7.3,No,33
INV101012,2026-04-06,Email-PDF,C03,Raw materials,6.4,Yes,35
INV101013,2026-04-06,Portal,C06,Raw materials,3.3,No,19
INV101014,2026-04-06,Email-PDF,C03,Raw materials,12.6,No,30
INV101015,2026-04-06,Email-PDF,C09,Services,8.1,No,28
INV101016,2026-04-06,Email-PDF,C07,MRO,8.1,No,30
INV101017,2026-04-06,EDI,C09,Utilities,3.0,No,20
INV101018,2026-04-06,EDI,C02,Raw materials,1.9,No,32
INV101019,2026-04-07,EDI,C04,MRO,1.4,No,34
INV101020,2026-04-07,Email-PDF,C01,Utilities,5.2,No,24
INV101021,2026-04-07,Portal,C08,Freight,4.7,No,24
INV101022,2026-04-07,Email-PDF,C05,Freight,6.6,No,24
INV101023,2026-04-07,Email-PDF,C05,Raw materials,7.8,No,29
INV101024,2026-04-07,Email-PDF,C07,Raw materials,5.0,Yes,40
INV101025,2026-04-07,EDI,C09,Raw materials,2.3,No,29
INV101026,2026-04-07,Paper-scan,C03,Raw materials,7.6,No,23
INV101027,2026-04-07,Portal,C01,Raw materials,6.5,No,28
INV101028,2026-04-07,Email-PDF,C01,Services,9.6,Yes,36
INV101029,2026-04-07,Email-PDF,C10,Services,15.3,Yes,45
INV101030,2026-04-07,Portal,C01,Utilities,11.0,No,31
INV101031,2026-04-07,EDI,C02,Freight,3.4,No,21
INV101032,2026-04-07,EDI,C08,Services,3.3,No,46
INV101033,2026-04-07,Portal,C10,Utilities,2.9,No,20
INV101034,2026-04-07,Portal,C01,Services,9.3,No,26
INV101035,2026-04-07,Email-PDF,C07,MRO,6.0,No,26
INV101036,2026-04-07,Portal,C08,Services,7.0,No,29
INV101037,2026-04-07,Portal,C07,Freight,5.7,No,29
INV101038,2026-04-07,Paper-scan,C08,MRO,10.1,No,27
INV101039,2026-04-07,Portal,C01,Raw materials,4.3,No,25
INV101040,2026-04-07,EDI,C03,Freight,3.7,No,21
INV101041,2026-04-08,Portal,C06,Services,5.9,No,34
INV101042,2026-04-08,Email-PDF,C04,Raw materials,10.6,No,29
INV101043,2026-04-08,EDI,C02,Raw materials,2.3,No,26
INV101044,2026-04-08,Email-PDF,C12,MRO,5.0,No,37
INV101045,2026-04-08,Paper-scan,C01,Services,12.5,No,33
INV101046,2026-04-08,EDI,C12,Raw materials,2.0,No,41
INV101047,2026-04-08,EDI,C03,MRO,2.1,No,25
INV101048,2026-04-08,Email-PDF,C03,Raw materials,5.4,No,35
INV101049,2026-04-08,Portal,C08,MRO,4.1,No,38
INV101050,2026-04-08,Email-PDF,C02,Raw materials,9.1,No,31
INV101051,2026-04-08,EDI,C02,MRO,3.8,No,33
INV101052,2026-04-08,EDI,C03,MRO,3.1,No,30
INV101053,2026-04-08,Email-PDF,C02,Raw materials,8.1,No,25
INV101054,2026-04-08,Paper-scan,C03,Freight,7.0,No,30
INV101055,2026-04-08,Email-PDF,C11,Raw materials,6.1,No,36
INV101056,2026-04-08,Email-PDF,C06,Raw materials,11.0,No,29
INV101057,2026-04-08,Portal,C10,Utilities,5.0,No,28
INV101058,2026-04-08,Paper-scan,C08,Raw materials,10.4,No,30
INV101059,2026-04-09,Email-PDF,C09,Raw materials,7.4,No,35
INV101060,2026-04-09,Paper-scan,C07,MRO,9.2,No,19
INV101061,2026-04-09,EDI,C08,Raw materials,2.6,No,32
INV101062,2026-04-09,Portal,C08,Raw materials,5.0,No,30
INV101063,2026-04-09,Portal,C03,Raw materials,4.9,No,28
INV101064,2026-04-09,Portal,C08,Services,5.7,No,38
INV101065,2026-04-09,Email-PDF,C07,Raw materials,6.3,No,30
INV101066,2026-04-09,Paper-scan,C11,Raw materials,7.1,No,30
INV101067,2026-04-09,Portal,C04,MRO,5.2,No,37
INV101068,2026-04-09,EDI,C02,MRO,2.2,No,31
INV101069,2026-04-09,Email-PDF,C06,MRO,5.7,No,34
INV101070,2026-04-09,Paper-scan,C05,Raw materials,8.5,No,35
INV101071,2026-04-09,Portal,C01,Raw materials,2.9,No,31
INV101072,2026-04-10,Email-PDF,C08,Raw materials,7.6,Yes,42
INV101073,2026-04-10,Email-PDF,C08,Raw materials,4.5,Yes,35
INV101074,2026-04-10,Portal,C08,Raw materials,4.6,No,31
INV101075,2026-04-10,Portal,C07,MRO,4.0,No,25
INV101076,2026-04-10,Portal,C09,Raw materials,3.6,No,32
INV101077,2026-04-10,Email-PDF,C07,Services,5.1,No,38
INV101078,2026-04-10,Portal,C09,Raw materials,3.2,No,30
INV101079,2026-04-10,Email-PDF,C02,Freight,6.9,No,27
INV101080,2026-04-10,Email-PDF,C06,Services,9.6,No,30
INV101081,2026-04-10,Paper-scan,C06,MRO,10.6,No,24
INV101082,2026-04-10,Email-PDF,C05,Raw materials,5.3,No,27
INV101083,2026-04-10,Portal,C08,Raw materials,3.5,No,29
INV101084,2026-04-13,Portal,C12,Services,5.2,No,41
INV101085,2026-04-13,Paper-scan,C04,Raw materials,7.9,Yes,33
INV101086,2026-04-13,Email-PDF,C04,MRO,4.0,No,32
INV101087,2026-04-13,Paper-scan,C03,Services,9.0,No,42
INV101088,2026-04-13,Paper-scan,C06,Utilities,5.9,No,22
INV101089,2026-04-13,Paper-scan,C04,MRO,6.5,No,31
INV101090,2026-04-13,Portal,C11,Raw materials,4.3,No,23
INV101091,2026-04-13,EDI,C11,Raw materials,1.8,no,22
INV101092,2026-04-13,EDI,C05,Raw materials,2.8,No,19
INV101093,2026-04-13,Email-PDF,C07,Raw materials,8.9,No,28
INV101094,2026-04-13,Email-PDF,C05,MRO,5.6,No,28
INV101095,2026-04-13,EDI,C08,Freight,2.5,No,29
INV101096,2026-04-13,Portal,C06,MRO,3.9,No,29
INV101097,2026-04-13,Email-PDF,C11,Raw materials,8.1,Yes,36
INV101098,2026-04-13,EDI,C02,Raw materials,1.5,No,27
INV101099,2026-04-13,Email-PDF,C11,Utilities,8.3,No,24
INV101100,2026-04-14,Portal,C11,Raw materials,3.3,Yes,27
INV101101,2026-04-14,Email-PDF,C10,MRO,8.0,No,31
INV101102,2026-04-14,Portal,C12,Freight,6.8,No,28
INV101103,2026-04-14,Paper-scan,C11,Raw materials,6.6,No,25
INV101104,2026-04-14,Email-PDF,C01,MRO,13.0,No,33
INV101105,2026-04-14,Portal,C12,Services,8.4,No,36
INV101106,2026-04-14,Email-PDF,C02,MRO,8.0,No,29
INV101107,2026-04-14,Portal,C09,Raw materials,2.5,No,30
INV101108,2026-04-14,Portal,C11,MRO,6.8,No,38
INV101109,2026-04-14,EDI,C02,MRO,2.9,No,31
INV101110,2026-04-14,Portal,C09,Freight,5.3,No,31
INV101111,2026-04-14,Email-PDF,C09,Raw materials,5.9,Yes,37
INV101112,2026-04-14,Portal,C02,Raw materials,4.7,No,22
INV101113,2026-04-14,EDI,C08,Raw materials,1.5,No,26
INV101114,2026-04-14,EDI,C11,MRO,1.2,No,27
INV101115,2026-04-14,Portal,C07,Freight,5.4,No,24
INV101116,2026-04-14,Paper-scan,C04,Services,12.0,No,29
INV101117,2026-04-14,Portal,C02,Raw materials,3.3,No,31
INV101118,2026-04-14,EDI,C03,Raw materials,1.1,No,32
INV101119,2026-04-15,Email-PDF,C02,Freight,7.3,No,26
INV101120,2026-04-15,Portal,C12,Raw materials,6.3,No,25
INV101121,2026-04-15,Portal,C09,MRO,8.1,No,28
INV101122,2026-04-15,Paper-scan,C11,Raw materials,9.9,No,23
INV101123,2026-04-15,Email-PDF,C05,MRO,8.1,No,30
INV101124,2026-04-15,EDI,C09,Services,4.7,No,41
INV101125,2026-04-15,Portal,C05,Services,6.3,No,31
INV101126,2026-04-15,EDI,C03,Freight,2.1,No,32
INV101127,2026-04-15,Paper-scan,C04,MRO,10.7,No,31
INV101128,2026-04-15,EDI,C12,Raw materials,0.9,No,29
INV101129,2026-04-15,Email-PDF,C07,Services,9.0,No,36
INV101130,2026-04-15,EDI,C12,Freight,3.1,No,27
INV101131,2026-04-15,Portal,C01,Freight,5.9,No,24
INV101132,2026-04-15,EDI,C06,MRO,2.2,No,31
INV101133,2026-04-15,Portal,C03,Services,5.4,No,38
INV101134,2026-04-15,EDI,C03,Raw materials,0.8,No,29
INV101135,2026-04-15,Paper-scan,C11,MRO,5.1,No,29
INV101136,2026-04-15,Portal,C08,Raw materials,3.3,No,23
INV101137,2026-04-15,EDI,C02,Services,9.0,No,34
INV101138,2026-04-15,Email-PDF,C01,Raw materials,8.8,No,18
INV101139,2026-04-15,EDI,C04,Services,4.6,No,41
INV101140,2026-04-15,Portal,C07,MRO,5.0,No,24
INV101141,2026-04-15,Email-PDF,C04,Services,17.6,No,35
INV101142,2026-04-15,Email-PDF,C04,MRO,5.4,No,25
INV101143,2026-04-16,Paper-scan,C08,Raw materials,5.9,No,26
INV101144,2026-04-16,Portal,C12,Services,6.6,No,39
INV101145,2026-04-16,Portal,C11,Services,5.8,No,31
INV101146,2026-04-16,Email-PDF,C03,Services,13.4,No,36
INV101147,2026-04-16,Portal,C02,Services,7.2,No,39
INV101148,2026-04-16,Portal,C04,MRO,4.4,No,27
INV101149,2026-04-16,Email-PDF,C11,Services,12.4,No,36
INV101150,2026-04-16,Portal,C03,MRO,3.9,No,34
INV101151,2026-04-16,EDI,C09,MRO,1.9,No,27
INV101152,2026-04-16,Paper-scan,C04,Freight,8.9,No,19
INV101153,2026-04-16,EDI,C10,Utilities,2.6,No,19
INV101154,2026-04-16,Email-PDF,C03,MRO,6.3,No,30
INV101155,2026-04-16,EDI,C04,Services,5.1,No,37
INV101156,2026-04-16,EDI,C12,Services,10.1,No,38
INV101157,2026-04-16,Portal,C01,Freight,5.0,No,19
INV101158,2026-04-16,Email-PDF,C12,MRO,2.2,No,38
INV101159,2026-04-16,Portal,C02,Utilities,3.3,No,20
INV101160,2026-04-16,EDI,C12,Raw materials,2.1,No,33
INV101161,2026-04-17,Portal,C12,MRO,4.5,No,27
INV101162,2026-04-17,Email-PDF,C02,Raw materials,5.0,No,32
INV101163,2026-04-17,Email-PDF,C12,Services,8.5,No,44
INV101164,2026-04-17,Portal,C03,MRO,3.4,No,20
INV101165,2026-04-17,Paper-scan,C06,Raw materials,7.9,No,20
INV101166,2026-04-17,Paper-scan,C01,Raw materials,6.1,No,22
INV101167,2026-04-17,Portal,C07,MRO,7.5,No,31
INV101168,2026-04-17,EDI,C09,Services,6.2,No,27
INV101169,2026-04-17,EDI,C10,Raw materials,2.6,No,27
INV101170,2026-04-17,EDI,C10,Raw materials,2.3,No,45
INV101171,2026-04-17,Email-PDF,C04,MRO,7.5,No,30
INV101172,2026-04-17,Email-PDF,C02,MRO,6.1,No,24
INV101173,2026-04-17,Paper-scan,C03,Raw materials,10.7,No,36
INV101174,2026-04-17,EDI,C10,Services,7.5,No,40
INV101175,2026-04-17,Email-PDF,C10,Utilities,4.8,Yes,24
INV101176,2026-04-17,Portal,C06,MRO,4.4,Yes,46
INV101177,2026-04-17,Portal,C12,Services,5.7,Yes,37
INV101178,2026-04-17,Portal,C12,Utilities,4.8,No,14
INV101179,2026-04-17,Email-PDF,C04,Raw materials,8.2,Yes,33
INV101180,2026-04-17,Email-PDF,C08,Utilities,6.0,Yes,39
INV101181,2026-04-17,Email-PDF,C07,MRO,7.4,No,25
INV101182,2026-04-17,Email-PDF,C06,MRO,4.6,No,27
INV101183,2026-04-17,Portal,C11,Utilities,6.3,No,26
INV101184,2026-04-20,Portal,C11,MRO,4.1,No,33
INV101185,2026-04-20,EDI,C07,MRO,1.4,No,25
INV101186,2026-04-20,EDI,C11,MRO,2.4,No,23
INV101187,2026-04-20,Portal,C05,Services,6.1,No,31
INV101188,2026-04-20,Paper-scan,C07,Raw materials,7.1,No,26
INV101189,2026-04-20,Email-PDF,C12,Raw materials,6.2,No,35
INV101190,2026-04-20,Portal,C12,Utilities,4.3,No,23
INV101191,2026-04-20,EDI,C09,MRO,2.3,No,32
INV101192,2026-04-20,Portal,C01,Raw materials,3.6,No,23
INV101193,2026-04-20,Paper-scan,C07,MRO,13.9,No,36
INV101194,2026-04-20,Email-PDF,C03,Raw materials,8.6,No,18
INV101195,2026-04-20,Paper-scan,C08,MRO,9.3,No,35
INV101196,2026-04-20,EDI,C04,MRO,1.9,No,33
INV101197,2026-04-20,Portal,C08,MRO,4.7,No,35
INV101198,2026-04-20,Portal,C08,Freight,5.8,No,26
INV101199,2026-04-21,Portal,C01,MRO,3.4,No,34
INV101200,2026-04-21,EDI,C11,Services,9.6,No,31
INV101201,2026-04-21,EDI,C08,Services,5.7,No,40
INV101202,2026-04-21,Email-PDF,C03,MRO,5.0,No,26
INV101203,2026-04-21,Email-PDF,C08,Raw materials,7.3,No,24
INV101204,2026-04-21,EDI,C09,Raw materials,1.8,No,27
INV101205,2026-04-21,EDI,C08,Raw materials,1.3,No,22
INV101206,2026-04-21,Portal,C10,Freight,6.3,No,33
INV101207,2026-04-21,Portal,C03,MRO,4.7,No,27
INV101208,2026-04-21,Email-PDF,C11,Services,9.2,No,32
INV101209,2026-04-21,Email-PDF,C02,Services,8.9,No,34
INV101210,2026-04-21,EDI,C07,MRO,1.8,No,37
INV101211,2026-04-21,Portal,C02,Raw materials,5.5,No,28
INV101212,2026-04-21,Email-PDF,C11,Freight,6.7,No,33
INV101213,2026-04-22,Portal,C03,MRO,5.3,No,36
INV101214,2026-04-22,Email-PDF,C09,MRO,6.0,Yes,33
INV101215,2026-04-22,Email-PDF,C05,Raw materials,8.5,No,38
INV101216,2026-04-22,EDI,C01,Freight,2.2,No,12
INV101217,2026-04-22,Email-PDF,C10,Raw materials,10.9,Yes,35
INV101218,2026-04-22,Paper-scan,C02,MRO,5.9,No,25
INV101219,2026-04-22,EDI,C08,Utilities,2.8,No,27
INV101220,2026-04-22,EDI,C07,MRO,2.8,No,28
INV101221,2026-04-22,Paper-scan,C04,Raw materials,5.5,No,25
INV101222,2026-04-22,Email-PDF,C07,Freight,3.8,No,27
INV101223,2026-04-22,Paper-scan,C10,Utilities,7.7,No,22
INV101224,2026-04-22,EDI,C10,Raw materials,2.2,No,28
INV101225,2026-04-22,Email-PDF,C08,Raw materials,4.6,No,27
INV101226,2026-04-23,Email-PDF,C05,Raw materials,6.4,No,27
INV101227,2026-04-23,Email-PDF,C05,Utilities,5.0,Yes,24
INV101228,2026-04-23,Portal,C01,MRO,3.8,No,28
INV101229,2026-04-23,Portal,C09,Raw materials,4.7,No,38
INV101230,2026-04-23,Email-PDF,C03,Services,14.3,No,29
INV101231,2026-04-23,EDI,C09,MRO,1.6,No,35
INV101232,2026-04-23,Paper-scan,C03,Raw materials,10.1,No,26
INV101233,2026-04-23,Portal,C11,Raw materials,6.0,No,32
INV101234,2026-04-23,Portal,C03,MRO,6.0,No,31
INV101235,2026-04-23,Portal,C09,Freight,3.8,No,26
INV101236,2026-04-23,Portal,C04,MRO,3.3,No,36
INV101237,2026-04-23,Email-PDF,C08,Services,9.9,No,35
INV101238,2026-04-23,Portal,C04,Utilities,4.7,No,20
INV101239,2026-04-23,Portal,C02,Raw materials,4.9,No,17
INV101240,2026-04-23,Paper-scan,C01,Raw materials,8.5,No,30
INV101241,2026-04-23,Email-PDF,C11,Raw materials,6.7,No,33
INV101242,2026-04-23,Portal,C04,Raw materials,2.5,No,31
INV101243,2026-04-23,Paper-scan,C09,Raw materials,14.5,Yes,43
INV101244,2026-04-24,Paper-scan,C08,Raw materials,8.3,No,41
INV101245,2026-04-24,Email-PDF,C05,Raw materials,5.3,No,26
INV101246,2026-04-24,Email-PDF,C04,MRO,11.4,No,33
INV101247,2026-04-24,Portal,C05,MRO,4.2,No,25
INV101248,2026-04-24,Email-PDF,C03,MRO,8.3,No,20
INV101249,2026-04-24,EDI,C08,Raw materials,1.7,No,17
INV101250,2026-04-24,Portal,C12,Raw materials,3.2,No,18
INV101251,2026-04-24,Portal,C01,Services,7.7,No,34
INV101252,2026-04-24,EDI,C01,Utilities,1.3,No,16
INV101253,2026-04-24,Portal,C03,Services,5.1,No,43
INV101254,2026-04-24,Portal,C06,Raw materials,5.5,No,25
INV101255,2026-04-24,EDI,C04,Raw materials,3.7,No,14
INV101256,2026-04-24,Portal,C11,Raw materials,4.2,Yes,34
INV101257,2026-04-24,Paper-scan,C05,MRO,9.6,No,22
INV101258,2026-04-24,EDI,C05,MRO,1.9,No,24
INV101259,2026-04-27,EDI,C11,Services,4.1,No,42
INV101260,2026-04-27,Email-PDF,C08,Raw materials,8.4,No,30
INV101261,2026-04-27,Portal,C01,Freight,7.4,No,27
